Tweet,Sentiment,Opinionated
"Larry Brilliant at TEDxVolcano: ""We have to fight for science; the single most important thing we face is climate change"" #socent #green",Negative,Yes
"Damn man that ash cloud in Europe is crazy, they say due to global warming with the volcano activating,getting crazy",Negative,No
RT @TEDNews: Larry Brilliant at #tedxvolcano: Climate change is exacerbating all other crises of our age. But climate science is now under attack.,Negative,Yes
RT @Newsweek: Climate Change: Places To See Before They Disappear•À_The Americas (Photos) [link],Negative,No
"Global warming to impact wheat, rice production in India|Ludhiana, Apr 18 : Scarcity of water will have a serious .. [link]",Negative,No
Global Warming Causes Volcano Eruptions -- By: Jonah Goldberg: From Reuters: OSLO (Reuters) - A thaw of Iceland's... [link],Negative,No
"Global warming to impact wheat, rice production in India|Ludhiana, Apr 18 : Scarcity of water will have a serious .. [link]",Negative,No
RT @Climates_Change: Bring Indigenous Voices into the Conversation About Climate Change [link],Negative,No
"Climate Change & Volcanic Activity: ""Ice Cap Thaw May Awaken Icelandic Volcanoes [link]",Negative,No
•À_No Rain in the Amazon: How South America•À_s Climate Change Affects Entire Planet•À_ -Interview of Nikolas Kozloff (vid) [link],Negative,Yes
Climate Change: Places To See Before They Disappear•À_The Americas (Photos) [link],Negative,No
"RT @bruces *Hmmm, they rather buried the lede here: Iceland glaciers melt from global warming, then volcanoes go off: [link]",Negative,No
"Not sure if this is consensus, but: scientist warns climate change will lead to more volcano crises due to melting ice. [link]",Negative,Yes
Wishing I was in Cochabamba at the People's World Conference on Climate Change and the Rights of Mother Earth @boliviaun,Negative,No
I feel that already RT @organicnewyork Climate change making seasonal allergies worse. Near-record highs this Spring [link],Negative,Yes
RT @organicnewyork: Climate change making seasonal allergies worse.  Near-record highs this Spring.  [link],Negative,Yes
Like Icelandic volcanic eruptions disrupting your air travel? Climate change = glacier thaw = more of it. [link],Negative,No
Cochabamba Summit Offers New Approach to Combating Climate Change [link],Negative,No
Climate Change is Making You Sneeze: [link],Negative,Yes
ENVIRONMENT: Climate of change: From something as simple as reminding computer users to power down when not workin... [link],Negative,No
"Professor?s Perspective: Reasons to be Concerned about Climate Change|Spring in Connecticut brings renewal, .. [link]",Negative,No
The need to switch to renewable energy|Climate scientists have long warned us that global warming is accelerating .. [link],Negative,No
The need to switch to renewable energy|Climate scientists have long warned us that global warming is accelerating .. [link],Negative,No
"Climate Change culprit for ""Off-the-Charts"" Pollen Counts... [link]",Negative,No
Coalition of the Tired of Waiting: Fighting Climate Change at Ground Level [link],Negative,Yes
Allergy Season To Worsen With Climate Change: Report: A new report released on Wednesday by the National Wildlife... [link],Negative,No
Coalition of the Tired of Waiting: Fighting Climate Change at Ground Level [link],Negative,Yes
"Author Nikolas Kozloff on ""No Rain in the Amazon: How South America's Climate Change Affects the Entire Planet"" [link]",Negative,Yes
How do we solve this global warming thing? [link],Negative,No
Coalition of the Tired of Waiting: Fighting Climate Change at Ground Level [link],Negative,Yes
Coalition of the Tired of Waiting: Fighting Climate Change at Ground Level [link],Negative,Yes
Coalition of the Tired of Waiting: Fighting Climate Change at Ground Level [link],Negative,Yes
How do we solve this global warming thing? [link],Negative,No
How do we solve this global warming thing? [link],Negative,No
Report: Allergy Season to Get Worse with Climate Change (Time.com) [link],Negative,Yes
Cute. I mention global warming and a denialist sends me a link to a Finnish newspaper article purportedly refuting it.,Negative,No
Is nationalizing the energy industry necessary to fight global warming?  [link],Negative,No
Blog|A preliminary analysis suggests that natural gas could contribute far more to global warming than previously .. [link],Negative,No
Iceland volcano not likely to slow global warming|A vast cloud from an intensifying volcanic eruption in Iceland .. [link],Negative,Yes
Iceland volcano not likely to slow global warming|A vast cloud from an intensifying volcanic eruption in Iceland .. [link],Negative,Yes
reading from @time Allergies Worse Than Ever? Blame Global Warming [link],Negative,No
The $6BN REDD+ forest conservation partnership to curb climate change leaves on env'l groups & indigenous populations. [link],Negative,No
"2/3rds of Tbaggers don't think climate change is a serious problem. As I said, they're ignorant.",Negative,Yes
Missing' heat may affect future climate change [link],Negative,No
Climate Change - Building a Green Economy [link],Negative,No
Climate change threatening Glacier National Park and Montana's economy - Examiner.com [link],Negative,No
New York: Climate change could raise cost of allergies [link],Negative,No
Ecotone: #Climate change from a #population perspective [link],Negative,No
Climate change blamed as coastal whale migration dwindles •À_ Ventura County.. [link],Negative,No
"Think your allergies are bad now? Wait until climate change kicks in, Michig.. [link]",Negative,Yes
Exclusive: Climate change could raise cost of U.S. allergies| Reuters [link],Negative,No
Spring storm season starting a little late this year???  Must be global warming!,Negative,No
Kenya: Extreme Weather Tests Pastoralist Perceptions: The effects of climate change - such as drought... [link],Negative,Yes
"Climate Change is Not Just About the Climate, it is About Our Lives : TreeHugger [link]",Negative,No
All 30 Major League Baseball Teams Throw Curve to Climate Change Deniers [link],Negative,No
Climate Change - 100 Endangered Places and How to Save Them - Newsweek [link],Negative,No
Tip of the Day: Plant One Tree on your Birthday - Plants absorb CO2 which helps reduce Global Warming.,Negative,No
United States Must Lead on Climate Change •À_ Kerry; Climate and Energy Bill Has Multiple Benefits #green [link],Negative,No
"Green:Net: How the Internet, Computing Can Fight Climate Change [link]",Negative,No
"3,000 Businesses Create New Ad for Climate Change Action : CleanTechnica [link]",Negative,No
"Green:Net: How the Internet, Computing Can Fight Climate Change: The Internet, software, computing... [link]",Negative,No
Leaked U.S. Document Calls For •À_Global Regime•À_ To Tackle Climate Change [link],Negative,No
Climate Change - 100 Endangered Places and How to Save Them - Newsweek [link],Negative,No
Reinvent Cities to Stop Climate Change [link],Negative,No
Climate Change Continues To Melt Glacier National Park's Icons | National P.. [link],Negative,No
Climate Change - 100 Endangered Places and How to Save Them - Newsweek [link],Negative,No
Climate Change - 100 Endangered Places and How to Save Them - Newsweek [link],Negative,No
Abu Dhabi faces climate change flood threat - expert - Culture & Society - Arabia.. [link],Negative,No
"China active, serious in tackling climate change, says vice president | Humani.. [link]",Negative,Yes
"You and Us and Me - China active, serious in tackling climate change, says vic.. [link]",Negative,Yes
Study: SE Asia will be hit hard by climate change [link],Negative,No
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],Negative,No
Obama: China Must Act Soon on Climate Change [link],Negative,No
"If capitalism doesn•À_t end climate change, climate change will end capitalism - #degrowth [link]",Negative,No
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],Negative,No
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],Negative,No
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],Negative,No
Demand Congress take action on climate change. Pls sign the petition. [link],Negative,No
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],Negative,No
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],Negative,No
Carbon Age is killing us. Climate change legislation now: [link],Negative,Yes
Obama says in TV interview that 'we can't allow China to wait' on tackling climate change [link],Negative,No
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],Negative,No
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],Negative,No
Government Claims Global Warming May Cause Cancer [link],Negative,No
Government Claims Global Warming May Cause Cancer [link],Negative,No
Protect Wildlife Habitat from Climate Change: [link],Negative,Yes
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],Negative,No
Plan B: California Braces for Climate Change [link],Negative,No
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],Negative,No
Nine scenarios for imminent apocalypse•À_only one is global warming [link],Negative,No
"If capitalism doesn•À_t end climate change, climate change will end capitalism - #degrowth [link]",Negative,No
DC: *FT Work for Greenpeace to STOP GLOBAL WARMING - $12-$13/hr*: Get Involved! Call now 202-595-3368 Greenpeac... [link],Negative,No
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],Negative,No
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],Negative,No
[link],Negative,No
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],Negative,No
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],Negative,No
